SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,411 Hobron Ln #1012,Honolulu,HI,96815,499000,1,1.0,Waikiki,552,70611,1974,11,904,714,Active,,,http://www.redfin.com/HI/Honolulu/411-Hobron-Ln-96815/unit-1012/home/63847865,HiCentral MLS,202118901,N,Y,21.2865092,-157.8364397
MLS Listing,,Condo/Co-op,1717 Mott Smith Dr #902,Honolulu,HI,96822,479000,2,2.0,Makiki Area,882,113082,1976,14,543,1378,Active,,,http://www.redfin.com/HI/Honolulu/1717-Mott-Smith-Dr-96822/unit-902/home/88497141,HiCentral MLS,202119626,N,Y,21.3080714,-157.8369055
MLS Listing,,Condo/Co-op,1459 Pele St #401,Honolulu,HI,96813,198000,1,1.0,Punchbowl-lower,327,11282,1974,33,606,594,Active,,,http://www.redfin.com/HI/Honolulu/1459-Pele-St-96813/unit-401/home/63759222,HiCentral MLS,202116623,N,Y,21.3099288,-157.8534157
MLS Listing,,Condo/Co-op,475 Atkinson Dr #1806,Honolulu,HI,96814,430000,1,1.0,Ala Moana,590,17860,1979,55,729,808,Active,,,http://www.redfin.com/HI/Honolulu/475-Atkinson-Dr-96814/unit-1806/home/88492863,HiCentral MLS,202115960,N,Y,21.2898675,-157.8380099
MLS Listing,,Condo/Co-op,411 Hobron Ln #3004,Honolulu,HI,96815,269000,1,1.0,Waikiki,570,,1974,1,472,753,Active,,,http://www.redfin.com/HI/Honolulu/411-Hobron-Ln-96815/unit-3004/home/88500090,HiCentral MLS,202120905,N,Y,21.2865092,-157.8364397
MLS Listing,,Single Family Residential,648 N Kuakini St,Honolulu,HI,96817,899000,3,2.0,Liliha,1256,4250,1959,1,716,,Active,,,http://www.redfin.com/HI/Honolulu/648-N-Kuakini-St-96817/home/88482603,HiCentral MLS,202120791,N,Y,21.325577,-157.8585853
MLS Listing,,Condo/Co-op,425 Ena Rd Unit C404,Honolulu,HI,96815,87000,1,1.0,Waikiki,500,,1958,1,174,560,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/425-Ena-Rd-96815/unit-404C/home/91475105,HiCentral MLS,202120956,N,Y,21.28596,-157.835811
MLS Listing,,Condo/Co-op,1561 Pensacola St #606,Honolulu,HI,96822,485000,2,2.0,Makiki Area,804,34456,1980,1,603,728,Active,,,http://www.redfin.com/HI/Honolulu/1561-Pensacola-St-96822/unit-606/home/91480481,HiCentral MLS,202120729,N,Y,21.3063585,-157.841097
MLS Listing,,Single Family Residential,2652 E Manoa Rd,Honolulu,HI,96822,1750000,5,3.5,Manoa Area,2389,8827,1969,1,733,,Active,,,http://www.redfin.com/HI/Honolulu/2652-E-Manoa-Rd-96822/home/63998386,HiCentral MLS,202120889,N,Y,21.3080095,-157.8144548
MLS Listing,,Condo/Co-op,1718 Anapuni St #501,Honolulu,HI,96822,249777,0,1.0,Makiki Area,492,7754,1974,1,508,472,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/1718-Anapuni-St-96822/unit-501/home/63830213,HiCentral MLS,202120945,N,Y,21.304958,-157.8330166
MLS Listing,,Condo/Co-op,444 Nahua St #1004,Honolulu,HI,96815,385000,1,1.0,Waikiki,521,23348,1976,1,739,744,Active,,,http://www.redfin.com/HI/Honolulu/444-Nahua-St-96815/unit-1004/home/88503084,HiCentral MLS,202120942,N,Y,21.2801347,-157.8248664
MLS Listing,,Condo/Co-op,1425 Ward Ave Unit 16E,Honolulu,HI,96822,699777,2,2.0,Punchbowl Area,1450,23522,1968,1,483,699,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/1425-Ward-Ave-96822/unit-16E/home/63749363,HiCentral MLS,202120939,N,Y,21.306484,-157.84792
MLS Listing,,Condo/Co-op,583 Kamoku St #2805,Honolulu,HI,96826,880000,3,2.0,Kapiolani,1187,119006,1978,1,741,1441,Active,,,http://www.redfin.com/HI/Honolulu/583-Kamoku-St-96826/unit-2805/home/63838665,HiCentral MLS,202120839,N,Y,21.2858488,-157.8234843
MLS Listing,,Single Family Residential,1229 Kaiama Pl,Honolulu,HI,96825,1588000,5,4.0,Kamiloiki,2211,6410,2021,1,718,,Active,,,http://www.redfin.com/HI/Honolulu/1229-Kaiama-Pl-96825/home/88534101,HiCentral MLS,202120927,N,Y,21.310819,-157.683832
MLS Listing,,Condo/Co-op,778 Wiliwili St #203,Honolulu,HI,96826,559000,3,3.0,Moiliili,1177,9932,1972,1,475,570,Active,,,http://www.redfin.com/HI/Honolulu/778-Wiliwili-St-96826/unit-203/home/63800305,HiCentral MLS,202120550,N,Y,21.2913277,-157.830494
MLS Listing,,Condo/Co-op,,Honolulu,HI,96818,355000,2,1.0,,683,57456,1973,1,520,397,Active,,,http://www.redfin.com/HI/Honolulu/Undisclosed-address-96818/home/176133663,HiCentral MLS,202120844,N,Y,21.34853,-157.9583246
MLS Listing,,Condo/Co-op,1605 Pensacola St #306,Honolulu,HI,96822,365000,2,1.0,Makiki,740,16117,1969,1,493,545,Active,,,http://www.redfin.com/HI/Honolulu/1605-Pensacola-St-96822/unit-306/home/63762275,HiCentral MLS,202120846,N,Y,21.3072639,-157.8407943
MLS Listing,,Condo/Co-op,360D Haleloa Pl Unit A404,Honolulu,HI,96821,749000,3,2.5,Kuliouou,1449,94220,1973,1,517,823,Active,,,http://www.redfin.com/HI/Honolulu/360D-Haleloa-Pl-96821/unit-A404/home/88528421,HiCentral MLS,202120675,N,Y,21.291203,-157.72304
MLS Listing,,Condo/Co-op,2045 Kalakaua Ave #1601,Honolulu,HI,96815,380000,0,1.0,Waikiki,313,26164,1971,1,1214,729,Active,,,http://www.redfin.com/HI/Honolulu/2045-Kalakaua-Ave-96815/unit-1601/home/63808895,HiCentral MLS,202120848,N,Y,21.2836597,-157.8322249
MLS Listing,,Condo/Co-op,469 Ena Rd #1106,Honolulu,HI,96815,500000,1,1.0,Waikiki,725,113169,1971,1,690,437,Active,,,http://www.redfin.com/HI/Honolulu/469-Ena-Rd-96815/unit-1106/home/63834714,HiCentral MLS,202120900,N,Y,21.2871225,-157.8351357
MLS Listing,,Condo/Co-op,2410 Cleghorn St #1604,Honolulu,HI,96815,469000,1,1.0,Waikiki,585,,1978,1,802,986,Active,,,http://www.redfin.com/HI/Honolulu/2410-Cleghorn-St-96815/unit-1604/home/63801490,HiCentral MLS,202120597,N,Y,21.2777759,-157.8229336
MLS Listing,,Condo/Co-op,430 Lewers St Unit EWA/1601,Honolulu,HI,96815,629000,2,2.0,Waikiki,965,45259,1976,1,652,1054,Active,,,http://www.redfin.com/HI/Honolulu/430-Lewers-St-96815/unit-EWA-1601/home/176132083,HiCentral MLS,202120853,N,Y,21.2824465,-157.8280566
MLS Listing,,Condo/Co-op,747 Kinau St Unit EWA7,Honolulu,HI,96813,320000,2,1.0,Kapio/kinau/ward,602,,1966,1,532,447,Active,,,http://www.redfin.com/HI/Honolulu/747-Kinau-St-96813/unit-EWA7/home/88486434,HiCentral MLS,202120875,N,Y,21.305152,-157.851034
MLS Listing,,Single Family Residential,2309 St Louis Dr,Honolulu,HI,96816,1000000,2,1.5,St. Louis,1176,5507,1951,1,850,,Active,,,http://www.redfin.com/HI/Honolulu/2309-St-Louis-Dr-96816/home/88521814,HiCentral MLS,202120501,N,Y,21.3012821,-157.8022321
MLS Listing,,Single Family Residential,1712 Uhi Pl,Honolulu,HI,96821,2180000,4,3.0,Waialae Nui Rdge,2141,8428,1963,1,1018,,Active,,,http://www.redfin.com/HI/Honolulu/1712-Uhi-Pl-96821/home/63869735,HiCentral MLS,202120842,N,Y,21.285252,-157.781345
MLS Listing,,Single Family Residential,266 Poipu Dr,Honolulu,HI,96825,2269000,5,2.5,Koko Kai,2240,17054,1971,1,1013,,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/266-Poipu-Dr-96825/home/88529571,HiCentral MLS,202120808,N,Y,21.2685732,-157.7068081
MLS Listing,,Condo/Co-op,1001 Queen St #3913,Honolulu,HI,96814,895000,1,1.0,Kakaako,622,,2018,1,1439,608,Active,,,http://www.redfin.com/HI/Honolulu/1001-Queen-St-96814/unit-3913/home/113644429,HiCentral MLS,202120854,N,Y,21.2951495,-157.852942
MLS Listing,,Condo/Co-op,801 S King St #2804,Honolulu,HI,96813,599000,2,2.0,Kakaako,791,,1998,1,757,760,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/801-S-King-St-96813/unit-2804/home/88486804,HiCentral MLS,202120684,N,Y,21.3021845,-157.8523678
MLS Listing,,Condo/Co-op,444 Niu St #1303,Honolulu,HI,96815,260000,0,1.0,Waikiki,247,38463,1979,1,1053,368,Active,,,http://www.redfin.com/HI/Honolulu/444-Niu-St-96815/unit-1303/home/63747659,HiCentral MLS,202120822,N,Y,21.2869649,-157.8327139
MLS Listing,,Single Family Residential,3787 Diamond Head Rd,Honolulu,HI,96816,19850000,4,4.5,Diamond Head,4009,36118,1932,1,4951,,Active,,,http://www.redfin.com/HI/Honolulu/3787-Diamond-Head-Rd-96816/home/91481073,HiCentral MLS,202112138,N,Y,21.2573035,-157.7988789
MLS Listing,,Condo/Co-op,1720 Ala Moana Blvd Unit 1009A,Honolulu,HI,96815,89000,1,1.0,Waikiki,613,,1981,1,145,966,Active,,,http://www.redfin.com/HI/Honolulu/1720-Ala-Moana-Blvd-96815/unit-1009A/home/63846993,HiCentral MLS,202120806,N,Y,21.286177,-157.838627
MLS Listing,,Single Family Residential,1395 Kaeleku St,Honolulu,HI,96825,850000,4,2.0,Kalama Valley,1566,8306,1974,1,543,,Active,August-21-2021 02:00 PM,August-21-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/1395-Kaeleku-St-96825/home/88533735,HiCentral MLS,202120330,N,Y,21.3082569,-157.6711361
MLS Listing,,Condo/Co-op,1199 Bishop St #22,Honolulu,HI,96813,1598000,4,2.5,Downtown,2857,,2008,1,559,2333,Active,,,http://www.redfin.com/HI/Honolulu/1199-Bishop-St-96813/unit-22/home/63749959,HiCentral MLS,202120574,N,Y,21.310212,-157.8586813
MLS Listing,,Condo/Co-op,2600 Pualani Way #2303,Honolulu,HI,96815,620000,1,1.0,Waikiki,625,28967,1975,1,992,617,Active,August-22-2021 03:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/2600-Pualani-Way-96815/unit-2303/home/88505658,HiCentral MLS,202120837,N,Y,21.2743679,-157.8193009
MLS Listing,,Condo/Co-op,445 Seaside Ave #2807,Honolulu,HI,96815,315000,0,1.0,Waikiki,308,49833,1979,1,1023,443,Active,,,http://www.redfin.com/HI/Honolulu/445-Seaside-Ave-96815/unit-2807/home/63760001,HiCentral MLS,202120814,N,Y,21.2809674,-157.8256348
MLS Listing,,Single Family Residential,860 Hao St,Honolulu,HI,96821,2600000,4,4.0,Aina Haina Area,3081,8069,2006,1,844,,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/860-Hao-St-96821/home/63867014,HiCentral MLS,202120725,N,Y,21.2943865,-157.7558952
MLS Listing,,Condo/Co-op,383 Kalaimoku St Unit D1410 (Tower 2),Honolulu,HI,96815,890000,0,1.0,Waikiki,545,,2018,2,1633,1164,Active,,,http://www.redfin.com/HI/Honolulu/383-Kalaimoku-St-96815/unit-D1410-Tower-2/home/146611305,HiCentral MLS,202120833,N,Y,21.2822884,-157.8301058
MLS Listing,,Condo/Co-op,2410 Cleghorn St #1004,Honolulu,HI,96815,410000,1,1.0,Waikiki,585,22041,1978,2,701,933,Active,,,http://www.redfin.com/HI/Honolulu/2410-Cleghorn-St-96815/unit-1004/home/63835217,HiCentral MLS,202120519,N,Y,21.2777759,-157.8229336
MLS Listing,,Condo/Co-op,3045 Ala Napuaa Pl #710,Honolulu,HI,96818,395000,2,2.0,Salt Lake,850,140307,1974,2,465,1015,Active,,,http://www.redfin.com/HI/Honolulu/3045-Ala-Napuaa-Pl-96818/unit-710/home/88474412,HiCentral MLS,202120792,N,Y,21.344323,-157.9075113
MLS Listing,,Single Family Residential,1523 St Louis Dr,Honolulu,HI,96816,795000,4,2.0,St. Louis,1518,6137,1932,2,524,,Active,,,http://www.redfin.com/HI/Honolulu/1523-St-Louis-Dr-96816/home/88521727,HiCentral MLS,202120799,N,Y,21.295867,-157.8073551
MLS Listing,,Condo/Co-op,2920 Ala Ilima St #1603,Honolulu,HI,96818,500000,2,2.0,Salt Lake,970,,1971,2,515,638,Active,,,http://www.redfin.com/HI/Honolulu/2920-Ala-Ilima-St-96818/unit-1603/home/88474736,HiCentral MLS,202120697,N,Y,21.3453601,-157.9035299
MLS Listing,,Single Family Residential,3065 Ukiuki Pl,Honolulu,HI,96819,950000,4,2.5,Kalihi Valley,1056,8141,1976,2,900,,Active,,,http://www.redfin.com/HI/Honolulu/3065-Ukiuki-Pl-96819/home/88479123,HiCentral MLS,202120520,N,Y,21.3560394,-157.853602
MLS Listing,,Condo/Co-op,1655 Makaloa St #1617,Honolulu,HI,96814,343350,1,1.0,Holiday Mart,484,56105,1970,2,709,522,Active,,,http://www.redfin.com/HI/Honolulu/1655-Makaloa-St-96814/unit-1617/home/83562928,HiCentral MLS,202120807,N,Y,21.2925011,-157.8379131
MLS Listing,,Condo/Co-op,1519 Kaumualii St #205,Honolulu,HI,96817,349000,2,1.0,Kalihi Area,685,41251,1966,2,509,387,Active,,,http://www.redfin.com/HI/Honolulu/1519-Kaumualii-St-96817/unit-205/home/63785861,HiCentral MLS,202120784,N,Y,21.325984,-157.8768888
MLS Listing,,Condo/Co-op,383 Kalaimoku St #3010,Honolulu,HI,96815,3390000,3,3.0,Waikiki,1504,,2014,2,2254,3140,Active,,,http://www.redfin.com/HI/Honolulu/383-Kalaimoku-St-96815/unit-3010/home/113643208,HiCentral MLS,202120732,N,Y,21.2822884,-157.8301058
MLS Listing,,Condo/Co-op,475 Atkinson Dr #1107,Honolulu,HI,96814,479900,1,1.0,Ala Moana,758,17860,1979,3,633,1038,Active,,,http://www.redfin.com/HI/Honolulu/475-Atkinson-Dr-96814/unit-1107/home/63774067,HiCentral MLS,202113047,N,Y,21.2898675,-157.8380099
MLS Listing,,Condo/Co-op,747 Amana St #615,Honolulu,HI,96814,250000,0,1.0,Holiday Mart,401,31233,1968,3,623,345,Active,,,http://www.redfin.com/HI/Honolulu/747-Amana-St-96814/unit-615/home/63808979,HiCentral MLS,202120733,N,Y,21.2936178,-157.8400724
MLS Listing,,Condo/Co-op,1506 Kaumualii St Unit A301,Honolulu,HI,96817,359000,2,1.0,Kalihi Area,672,80455,1971,3,534,358,Active,,,http://www.redfin.com/HI/Honolulu/1506-Kaumualii-St-96817/unit-A301/home/88479368,HiCentral MLS,202119759,N,Y,21.3265111,-157.8762367
MLS Listing,,Single Family Residential,3737 Sierra Dr,Honolulu,HI,96816,1999000,7,5.0,Wilhelmina,3884,10287,1956,3,515,,Active,,,http://www.redfin.com/HI/Honolulu/3737-Sierra-Dr-96816/home/88519982,HiCentral MLS,202120279,N,Y,21.2866394,-157.7934766
MLS Listing,,Condo/Co-op,1920 Ala Moana Blvd #2113,Honolulu,HI,96815,110000,0,1.0,Waikiki,315,15551,1978,3,349,721,Active,,,http://www.redfin.com/HI/Honolulu/1920-Ala-Moana-Blvd-96815/unit-2113/home/88499150,HiCentral MLS,202120312,N,Y,21.2857307,-157.8347864
MLS Listing,,Condo/Co-op,2045 Kalakaua Ave Unit M300,Honolulu,HI,96815,565000,1,1.0,Waikiki,681,,1971,3,830,1649,Active,August-20-2021 09:00 AM,August-20-2021 12:00 PM,http://www.redfin.com/HI/Honolulu/2045-Kalakaua-Ave-96815/unit-M300/home/63764227,HiCentral MLS,202120611,N,Y,21.2836597,-157.8322249
MLS Listing,,Condo/Co-op,6770 Hawaii Kai Dr #606,Honolulu,HI,96825,576000,2,2.0,Hahaione-lower,1030,,1974,3,559,1042,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/6770-Hawaii-Kai-Dr-96825/unit-606/home/63777568,HiCentral MLS,202119237,N,Y,21.2917352,-157.7066917
MLS Listing,,Condo/Co-op,1521 Punahou St #801,Honolulu,HI,96822,599000,2,2.0,Punahou,1079,16901,1969,4,555,753,Active,,,http://www.redfin.com/HI/Honolulu/1521-Punahou-St-96822/unit-801/home/88510131,HiCentral MLS,202120436,N,Y,21.3021753,-157.832644
MLS Listing,,Single Family Residential,4915 Kalanianaole Hwy,Honolulu,HI,96821,5895000,9,8.0,Wailupe Bch,6150,28924,1944,4,959,,Active,,,http://www.redfin.com/HI/Honolulu/4915-Kalanianaole-Hwy-96821/home/88524219,HiCentral MLS,202120678,N,Y,21.275326,-157.765142
MLS Listing,,Single Family Residential,1401 Wilhelmina Rise,Honolulu,HI,96816,1490000,4,2.0,Wilhelmina,1570,4250,1926,4,949,,Active,August-18-2021 09:00 AM,August-18-2021 01:00 PM,http://www.redfin.com/HI/Honolulu/1401-Wilhelmina-Rise-96816/home/63924559,HiCentral MLS,202118040,N,Y,21.2853561,-157.7956655
MLS Listing,,Condo/Co-op,410 Atkinson Dr #909,Honolulu,HI,96814,210000,0,1.0,Ala Moana,297,,1970,4,707,933,Active,,,http://www.redfin.com/HI/Honolulu/410-Atkinson-Dr-96814/unit-909/home/63826534,HiCentral MLS,202120775,N,Y,21.2901551,-157.8395601
MLS Listing,,Condo/Co-op,5080 Likini St Ph 213,Honolulu,HI,96818,769900,3,2.0,Salt Lake,1658,199984,1985,4,464,980,Active,,,http://www.redfin.com/HI/Honolulu/5080-Likini-St-96818/unit-213/home/88473611,HiCentral MLS,202120762,N,Y,21.3470268,-157.9113071
MLS Listing,,Condo/Co-op,1177 Queen St #4003,Honolulu,HI,96814,1200000,2,2.0,Kakaako,1120,,2006,4,1071,1157,Active,,,http://www.redfin.com/HI/Honolulu/1177-Queen-St-96814/unit-4003/home/63821967,HiCentral MLS,202120231,N,Y,21.2930499,-157.8490611
MLS Listing,,Condo/Co-op,2452 Tusitala St #705,Honolulu,HI,96815,165000,1,1.0,Waikiki,645,30231,1978,4,256,988,Active,,,http://www.redfin.com/HI/Honolulu/2452-Tusitala-St-96815/unit-705/home/88503811,HiCentral MLS,202120761,N,Y,21.2771627,-157.8217561
MLS Listing,,Single Family Residential,226 Naone St,Honolulu,HI,96813,760000,2,1.0,Pauoa Valley,677,2375,1931,4,1123,,Active,,,http://www.redfin.com/HI/Honolulu/226-Naone-St-96813/home/63911057,HiCentral MLS,202120011,N,Y,21.3197992,-157.8449694
MLS Listing,,Condo/Co-op,1199 Bishop St #28,Honolulu,HI,96813,1649000,2,2.5,Downtown,2857,,2008,4,577,2333,Active,,,http://www.redfin.com/HI/Honolulu/1199-Bishop-St-96813/unit-28/home/63751161,HiCentral MLS,202120682,N,Y,21.310212,-157.8586813
MLS Listing,,Condo/Co-op,855 Makahiki Way #205,Honolulu,HI,96826,385000,1,1.0,Moiliili,579,,1982,4,665,430,Active,,,http://www.redfin.com/HI/Honolulu/855-Makahiki-Way-96826/unit-205/home/63754724,HiCentral MLS,202120217,N,Y,21.292118,-157.8277539
MLS Listing,,Single Family Residential,161 Kalaiopua Pl,Honolulu,HI,96822,2450000,3,3.5,Tantalus,2968,54058,1930,4,825,,Active,,,http://www.redfin.com/HI/Honolulu/161-Kalaiopua-Pl-96822/home/63905475,HiCentral MLS,202120417,N,Y,21.3284318,-157.8160409
MLS Listing,,Condo/Co-op,888 Kapiolani Blvd #2009,Honolulu,HI,96813,1450000,3,2.0,Kakaako,1520,,2016,4,954,1294,Active,,,http://www.redfin.com/HI/Honolulu/888-Kapiolani-Blvd-96813/unit-2009/home/91484376,HiCentral MLS,202120674,N,Y,21.2994096,-157.8526546
MLS Listing,,Single Family Residential,4131 Black Point Pl,Honolulu,HI,96816,6200000,3,4.0,Diamond Head,2997,9650,1959,4,2069,,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/4131-Black-Point-Pl-96816/home/63988234,HiCentral MLS,202119490,N,Y,21.2555546,-157.7922657
MLS Listing,,Single Family Residential,1729 Keeaumoku St Unit B,Honolulu,HI,96822,1570000,5,3.0,Makiki Area,1886,3072,2022,4,832,,Active,,,http://www.redfin.com/HI/Honolulu/1729-Keeaumoku-St-96822/unit-B/home/176121752,HiCentral MLS,202120723,N,Y,21.3064089,-157.8342741
MLS Listing,,Condo/Co-op,2845 Waialae Ave #212,Honolulu,HI,96826,295000,2,1.0,Moiliili,607,55757,1975,4,486,727,Active,,,http://www.redfin.com/HI/Honolulu/2845-Waialae-Ave-96826/unit-212/home/88508811,HiCentral MLS,202113395,N,Y,21.290012,-157.8150395
MLS Listing,,Condo/Co-op,300 Wai Nani Way Unit I1020,Honolulu,HI,96815,298000,0,1.0,Waikiki,321,,1984,4,928,369,Active,,,http://www.redfin.com/HI/Honolulu/300-Wai-Nani-Way-96815/unit-I1020/home/176121492,HiCentral MLS,202120677,N,Y,21.2749726,-157.8195338
MLS Listing,,Single Family Residential,1729 Keeaumoku St Unit A,Honolulu,HI,96822,1530000,5,3.0,Makiki Area,1906,1946,2022,4,803,,Active,,,http://www.redfin.com/HI/Honolulu/1729-Keeaumoku-St-96822/unit-A/home/176121667,HiCentral MLS,202120705,N,Y,21.3064089,-157.8342741
MLS Listing,,Single Family Residential,2135 10th Ave #2,Honolulu,HI,96816,1100000,5,2.0,Palolo,2205,16677,1989,4,499,,Active,,,http://www.redfin.com/HI/Honolulu/2135-10th-Ave-96816/unit-2/home/63897179,HiCentral MLS,202120579,N,Y,21.299245,-157.79089
MLS Listing,,Condo/Co-op,2334 Kapiolani Blvd #303,Honolulu,HI,96826,569000,3,2.0,Moiliili,1122,10846,1987,4,507,814,Active,,,http://www.redfin.com/HI/Honolulu/2334-Kapiolani-Blvd-96826/unit-303/home/88506323,HiCentral MLS,202120664,N,Y,21.2882869,-157.8282429
MLS Listing,,Single Family Residential,719 Kalaau Pl,Honolulu,HI,96821,1050000,3,2.0,Kuliouou,1200,9100,1982,4,875,,Active,August-22-2021 02:00 PM,August-22-2021 05:00 PM,http://www.redfin.com/HI/Honolulu/719-Kalaau-Pl-96821/home/63873834,HiCentral MLS,202119998,N,Y,21.301729,-157.7239924
MLS Listing,,Condo/Co-op,1821 Lipeepee St #203,Honolulu,HI,96815,288000,1,1.0,Waikiki,445,,1950,4,647,388,Active,,,http://www.redfin.com/HI/Honolulu/1821-Lipeepee-St-96815/unit-203/home/63746927,HiCentral MLS,202120720,N,Y,21.2873551,-157.8374129
MLS Listing,,Condo/Co-op,445 Seaside Ave #2801,Honolulu,HI,96815,419000,1,1.0,Waikiki,563,49833,1979,4,744,703,Active,,,http://www.redfin.com/HI/Honolulu/445-Seaside-Ave-96815/unit-2801/home/63799117,HiCentral MLS,202120713,N,Y,21.2809674,-157.8256348
MLS Listing,,Condo/Co-op,1765 Ala Moana Blvd #1284,Honolulu,HI,96815,799999,1,1.0,Waikiki,651,55016,1968,5,1229,827,Active,,,http://www.redfin.com/HI/Honolulu/1765-Ala-Moana-Blvd-96815/unit-1284/home/88499201,HiCentral MLS,202120715,N,Y,21.2855735,-157.8395601
MLS Listing,,Single Family Residential,1238 Rycroft St,Honolulu,HI,96814,1750000,7,4.0,Ala Moana,2532,3591,1938,5,691,,Active,,,http://www.redfin.com/HI/Honolulu/1238-Rycroft-St-96814/home/88490683,HiCentral MLS,202120704,N,Y,21.2973788,-157.8438681
MLS Listing,,Single Family Residential,3848A Pahoa Ave,Honolulu,HI,96816,1650000,4,3.0,Kaimuki,2775,5625,1985,5,595,,Active,,,http://www.redfin.com/HI/Honolulu/3848A-Pahoa-Ave-96816/home/88517875,HiCentral MLS,202120485,N,Y,21.2771272,-157.7952793
MLS Listing,,Single Family Residential,915 17th Ave,Honolulu,HI,96816,1888000,5,3.0,Kaimuki,2056,9000,1931,5,918,,Active,,,http://www.redfin.com/HI/Honolulu/915-17th-Ave-96816/home/63873024,HiCentral MLS,202120483,N,Y,21.2754083,-157.795549
MLS Listing,,Condo/Co-op,421 Olohana St #702,Honolulu,HI,96815,810000,2,2.0,Waikiki,1023,,2005,5,792,1310,Active,,,http://www.redfin.com/HI/Honolulu/421-Olohana-St-96815/unit-702/home/63814197,HiCentral MLS,202120698,N,Y,21.2838417,-157.8299167
MLS Listing,,Condo/Co-op,3721 Kanaina Ave #209,Honolulu,HI,96815,575000,1,1.0,Diamond Head,538,88862,1975,5,1069,50020,Active,,,http://www.redfin.com/HI/Honolulu/3721-Kanaina-Ave-96815/unit-209/home/63757644,HiCentral MLS,202120648,N,Y,21.2683315,-157.8134459
MLS Listing,,Condo/Co-op,1909 Ala Wai Blvd #1408,Honolulu,HI,96815,185000,2,1.0,Waikiki,674,30928,1971,5,274,644,Active,,,http://www.redfin.com/HI/Honolulu/1909-Ala-Wai-Blvd-96815/unit-1408/home/88500849,HiCentral MLS,202120686,N,Y,21.287142,-157.8330399
MLS Listing,,Condo/Co-op,555 South St #3009,Honolulu,HI,96813,765000,1,1.0,Kakaako,636,58,2017,5,1203,559,Active,,,http://www.redfin.com/HI/Honolulu/555-South-St-96813/unit-3009/home/113644863,HiCentral MLS,202120696,N,Y,21.3010089,-157.8601455
MLS Listing,,Condo/Co-op,1088 Bishop St #510,Honolulu,HI,96813,345000,1,1.0,Downtown,590,58370,1984,5,585,813,Active,,,http://www.redfin.com/HI/Honolulu/1088-Bishop-St-96813/unit-510/home/63767183,HiCentral MLS,202120692,N,Y,21.3093313,-157.860751
MLS Listing,,Single Family Residential,2070 9th Ave,Honolulu,HI,96816,877600,3,2.0,Palolo,952,5000,1942,5,922,,Active,,,http://www.redfin.com/HI/Honolulu/2070-9th-Ave-96816/home/88522289,HiCentral MLS,202120627,N,Y,21.2991439,-157.7937883
MLS Listing,,Single Family Residential,633 22nd Ave,Honolulu,HI,96816,965000,2,1.5,Kahala-puupanini,1191,5000,1949,5,810,,Active,,,http://www.redfin.com/HI/Honolulu/633-22nd-Ave-96816/home/88518817,HiCentral MLS,202120626,N,Y,21.2680672,-157.7938957
MLS Listing,,Single Family Residential,1134 Makaiwa St,Honolulu,HI,96816,3888000,5,4.5,Kahala Area,4486,9069,2009,5,867,,Active,,,http://www.redfin.com/HI/Honolulu/1134-Makaiwa-St-96816/home/63872555,HiCentral MLS,202120442,N,Y,21.2756963,-157.7841615
MLS Listing,,Condo/Co-op,1837 Kalakaua Ave #3105,Honolulu,HI,96815,1499000,2,2.0,Waikiki,1381,,2009,5,1085,1327,Active,,,http://www.redfin.com/HI/Honolulu/1837-Kalakaua-Ave-96815/unit-3105/home/88462778,HiCentral MLS,202120667,N,Y,21.2875116,-157.8347631
MLS Listing,,Condo/Co-op,7000 Hawaii Kai Dr Unit S703,Honolulu,HI,96825,31000,0,,West Marina,59,,2016,5,525,,Active,,,http://www.redfin.com/HI/Honolulu/7000-Hawaii-Kai-Dr-96825/unit-S703/home/176104037,HiCentral MLS,202120668,N,Y,21.2870461,-157.7039714
