SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1655 Makaloa St #815,Honolulu,HI,96814,325000,1,1.0,Holiday Mart,484,56105,1970,19,671,522,Active,,,http://www.redfin.com/HI/Honolulu/1655-Makaloa-St-96814/unit-815/home/88492183,HiCentral MLS,202119627,N,Y,21.2925011,-157.8379131
MLS Listing,,Single Family Residential,3510 Lelehune Pl,Honolulu,HI,96822,1295000,4,2.0,Manoa-woodlawn,2190,13295,1953,19,591,,Active,,,http://www.redfin.com/HI/Honolulu/3510-Lelehune-Pl-96822/home/88512975,HiCentral MLS,202116655,N,Y,21.3165261,-157.7974818
MLS Listing,,Single Family Residential,3846 Noeau St,Honolulu,HI,96816,1300000,6,3.0,Wilhelmina,1897,5000,1967,19,685,,Active,,,http://www.redfin.com/HI/Honolulu/3846-Noeau-St-96816/home/63937467,HiCentral MLS,202119521,N,Y,21.2833185,-157.7917534
MLS Listing,,Condo/Co-op,1631 Kapiolani Blvd #4205,Honolulu,HI,96814,699000,1,1.0,Ala Moana,671,,2018,19,1042,431,Active,,,http://www.redfin.com/HI/Honolulu/1631-Kapiolani-Blvd-96814/unit-4205/home/113646637,HiCentral MLS,202118321,N,Y,21.2912792,-157.8390088
MLS Listing,,Condo/Co-op,727 Lukepane Ave #402,Honolulu,HI,96816,365000,1,1.0,Kapahulu,609,8146,1978,19,599,502,Active,,,http://www.redfin.com/HI/Honolulu/727-Lukepane-Ave-96816/unit-402/home/63834486,HiCentral MLS,202118618,N,Y,21.282623,-157.8167161
MLS Listing,,Condo/Co-op,2045 Kalakaua Ave #418,Honolulu,HI,96815,329000,0,1.0,Waikiki,313,,1971,19,1051,716,Active,,,http://www.redfin.com/HI/Honolulu/2045-Kalakaua-Ave-96815/unit-418/home/63751505,HiCentral MLS,202115424,N,Y,21.2836597,-157.8322249
MLS Listing,,Multi-Family (2-4 Unit),767 Paani St,Honolulu,HI,96826,1199000,9,,Kapiolani,,5000,1946,19,,,Active,,,http://www.redfin.com/HI/Honolulu/767-Paani-St-96826/unit-D/home/88506407,HiCentral MLS,202119640,N,Y,21.2904541,-157.8291045
MLS Listing,,Multi-Family (5+ Unit),747 Hausten St,Honolulu,HI,96826,2450000,7,,Moiliili,3216,6720,1957,19,762,,Active,,,http://www.redfin.com/HI/Honolulu/747-Hausten-St-96826/home/64019467,HiCentral MLS,202119563,N,Y,21.2902717,-157.8245869
MLS Listing,,Condo/Co-op,801 S King St #3909,Honolulu,HI,96813,695000,2,2.0,Kakaako,792,,1998,19,878,760,Active,,,http://www.redfin.com/HI/Honolulu/801-S-King-St-96813/unit-3909/home/63784878,HiCentral MLS,202119637,N,Y,21.3021845,-157.8523678
MLS Listing,,Condo/Co-op,1031 Maunaihi Pl #605,Honolulu,HI,96822,395000,2,1.0,Punchbowl Area,671,32975,1974,20,589,712,Active,,,http://www.redfin.com/HI/Honolulu/1031-Maunaihi-Pl-96822/unit-605/home/88494726,HiCentral MLS,202118997,N,Y,21.3085339,-157.8441801
MLS Listing,,Single Family Residential,1149 Namahealani Pl Unit C,Honolulu,HI,96825,998000,3,2.0,Kalama Valley,1038,4050,1985,20,961,,Active,,,http://www.redfin.com/HI/Honolulu/1149-Namahealani-Pl-96825/unit-C/home/63922629,HiCentral MLS,202115893,N,Y,21.298453,-157.6724866
MLS Listing,,Condo/Co-op,201 Ohua Ave Unit 3007-2,Honolulu,HI,96815,518888,1,1.0,Waikiki,533,99796,1977,20,974,1258,Active,,,http://www.redfin.com/HI/Honolulu/201-Ohua-Ave-96815/unit-3007-2/home/175891891,HiCentral MLS,202119598,N,Y,21.2747247,-157.820931
MLS Listing,,Condo/Co-op,1670 Kalakaua Ave #203,Honolulu,HI,96826,379500,1,1.0,Pawaa,588,18600,1968,20,645,459,Active,,,http://www.redfin.com/HI/Honolulu/1670-Kalakaua-Ave-96826/unit-203/home/88492113,HiCentral MLS,202119513,N,Y,21.2931424,-157.836463
MLS Listing,,Condo/Co-op,2765 Kapiolani Blvd #102,Honolulu,HI,96826,299000,2,1.0,Kapiolani,510,,1965,20,586,609,Active,,,http://www.redfin.com/HI/Honolulu/2765-Kapiolani-Blvd-96826/unit-102/home/63748720,HiCentral MLS,202119603,N,Y,21.2877027,-157.818209
MLS Listing,,Single Family Residential,2720 Nakookoo St,Honolulu,HI,96826,1495000,2,0.5,Moiliili,688,6994,1928,20,2173,,Active,,,http://www.redfin.com/HI/Honolulu/2720-Nakookoo-St-96826/home/88507748,HiCentral MLS,202119579,N,Y,21.289062,-157.8218042
MLS Listing,,Single Family Residential,4503 Sierra Dr,Honolulu,HI,96816,1550000,6,3.5,Maunalani Heights,3095,7747,1943,20,501,,Active,,,http://www.redfin.com/HI/Honolulu/4503-Sierra-Dr-96816/home/63861341,HiCentral MLS,202119561,N,Y,21.293363,-157.789638
MLS Listing,,Single Family Residential,2117 Metcalf St,Honolulu,HI,96822,989500,4,1.0,University,1432,7766,1938,20,691,,Active,,,http://www.redfin.com/HI/Honolulu/2117-Metcalf-St-96822/home/88510487,HiCentral MLS,202110580,N,Y,21.2990656,-157.8257478
MLS Listing,,Condo/Co-op,803 Waimanu St #404,Honolulu,HI,96813,363000,0,1.0,Kakaako,382,10062,2021,20,950,172,Active,,,http://www.redfin.com/HI/Honolulu/803-Waimanu-St-96813/unit-404/home/145286397,HiCentral MLS,202119592,N,Y,21.3004167,-157.8550457
